Fusion Name	Gene 1 Symbol	Gene 1 ID	Gene 1 Breakpoint	Gene 1 Strand	Gene 1 Reference Strand	Gene 2 Symbol	Gene 2 ID	Gene 2 Breakpoint	Gene 2 Strand	Gene 2 Reference Strand	Breakpoint Distance	Supporting Reads	Read IDs	Strand Comparison	GF Program
RPL5:HBZ	RPL5	ENSG00000122406.14	chr1:92833576	+	+	HBZ	ENSG00000130656.6	chr16:153958	+	+	inf	2	461d7125-e7c2-41e2-9db8-ec42cac738d5	Consistent	JAFFAL
RPL5:AC021224.1	RPL5	ENSG00000122406.14	chr1:92840555	+	+	AC021224.1		chr18:32412420	+		inf	2	9c31ebf1-d9fa-421a-9feb-f4b01c8b61cc	Inconsistent	JAFFAL
RPL5:FUS	RPL5	ENSG00000122406.14	chr1:92841907	+	+	FUS	ENSG00000089280.20	chr16:31191470	+	+	inf	2	1964dba9-164f-49b1-8713-97ab73c40e4b	Consistent	JAFFAL
MTF2:HM13	MTF2	ENSG00000143033.18	chr1:93115539	+	+	HM13	ENSG00000101294.19	chr20:31549217	+	+	inf	2	fc5eb45a-d5d8-4b7a-b7ee-b3b65361c8e2	Consistent	JAFFAL
TMEM147:DGUOK	TMEM147	ENSG00000105677.12	chr19:35547191	+	+	DGUOK	ENSG00000114956.20	chr2:73926943	+	+	inf	2	6991ea28-72ae-4601-a82f-1c41c96e7aea	Consistent	JAFFAL
PSMD8:SUGT1	PSMD8	ENSG00000099341.13	chr19:38383334	+	+	SUGT1	ENSG00000165416.15	chr13:52687837	+	+	inf	2	e11da830-f262-45fd-951f-b7d4ed7ab361	Consistent	JAFFAL
EEF2:RPL34	EEF2	ENSG00000167658.16	chr19:3978025	-	-	RPL34	ENSG00000109475.17	chr4:108622574	+	+	inf	2	836db3cf-e00e-48d0-85f5-fc2393105ad1	Consistent	JAFFAL
EEF2:NDUFB9	EEF2	ENSG00000167658.16	chr19:3979868	-	-	NDUFB9	ENSG00000147684.10	chr8:124549765	+	+	inf	2	ee2f5928-102f-4ec1-95bf-33eebc8ddc0b	Consistent	JAFFAL
EEF2:PCMT1	EEF2	ENSG00000167658.16	chr19:3981383	-	-	PCMT1	ENSG00000120265.21	chr6:149802201	+	+	inf	2	acf95342-5b96-49fa-9636-103bc299784c	Consistent	JAFFAL
EEF2:PAICS	EEF2	ENSG00000167658.16	chr19:3982278	-	-	PAICS	ENSG00000128050.9	chr4:56461181	+	+	inf	2	c700b2e9-c53c-4eae-8cf8-8e0b6302c4d8	Consistent	JAFFAL
EEF2:C9orf64	EEF2	ENSG00000167658.16	chr19:3983242	-	-	C9orf64		chr9:83938501	-		inf	2	2f1bd51b-f96d-4e35-a635-4ab089f2f0f5	Inconsistent	JAFFAL
EEF2:ZCCHC8	EEF2	ENSG00000167658.16	chr19:3984306	-	-	ZCCHC8	ENSG00000033030.16	chr12:122473152	-	-	inf	2	5f8d282e-4a7b-4f7c-aeed-f860e0cc1c92	Consistent	JAFFAL
EXOSC5:BZW2	EXOSC5	ENSG00000077348.10	chr19:41387526	-	-	BZW2	ENSG00000136261.16	chr7:16674510	+	+	inf	2	8e113358-cc3e-4f39-9e83-b49fc1dd81d0	Consistent	JAFFAL
RPS19:UBL4A	RPS19	ENSG00000105372.8	chr19:41869738	+	+	UBL4A	ENSG00000102178.13	chrX:154485168	-	-	inf	2	e5becb26-6533-483c-a0d0-6813621b5d23	Consistent	JAFFAL
RPS11:NDUFAB1	RPS11	ENSG00000142534.7	chr19:49498037	+	+	NDUFAB1	ENSG00000004779.10	chr16:23587226	-	-	inf	2	1dc79cf1-077e-4e3c-a4d8-47ed520ca81c	Consistent	JAFFAL
NUP62:EXOSC6	NUP62	ENSG00000213024.13	chr19:49908116	-	-	EXOSC6	ENSG00000223496.3	chr16:70250432	-	-	inf	2	94d9cf98-b65f-4cb6-925b-708c2bb1aa16	Consistent	JAFFAL
ZNF766:RP11-841O20.2	ZNF766	ENSG00000196214.11	chr19:52290097	+	+	RP11-841O20.2		chr14:52641240	+		inf	2	f7db1bb8-7df1-40af-948a-11efdedf4431	Inconsistent	JAFFAL
ZNF320:AKIRIN1	ZNF320	ENSG00000182986.15	chr19:52897520	-	-	AKIRIN1	ENSG00000174574.16	chr1:39005275	+	+	inf	2	d299a59e-0237-4e61-89c9-e4549815fb28	Consistent	JAFFAL
RPL28:RPL37A	RPL28	ENSG00000108107.15	chr19:55388281	+	+	RPL37A	ENSG00000197756.10	chr2:216499315	+	+	inf	2	141edd00-16bf-4edb-a33f-fcdf35469b78	Consistent	JAFFAL
RPL36:PNN	RPL36	ENSG00000130255.13	chr19:5691342	+	+	PNN	ENSG00000100941.9	chr14:39181631	+	+	inf	2	07fb8e13-f980-4a6c-a64c-e35e243bf826	Consistent	JAFFAL
AC010642.1:GON4L	AC010642.1		chr19:58314821	+		GON4L	ENSG00000116580.20	chr1:155784373	-	-	inf	2	5616e688-c3a1-49ae-84f4-fedcb89e564a	Inconsistent	JAFFAL
RNU6-9:TRA2B	RNU6-9	ENSG00000207507.1	chr19:893583	+	+	TRA2B	ENSG00000136527.19	chr3:185917643	-	-	inf	2	c20bf9dc-2447-4d2c-9e91-949b43720bb9	Consistent	JAFFAL
WDR18:HNRNPA2B1	WDR18	ENSG00000065268.11	chr19:989791	+	+	HNRNPA2B1	ENSG00000122566.22	chr7:26193289	-	-	inf	2	0b7a825e-5626-4369-8995-494971497f5e	Consistent	JAFFAL
KIZ:HBE1	KIZ	ENSG00000088970.16	chr20:21166334	+	+	HBE1	ENSG00000213931.7	chr11:5269570	-	-	inf	2	ff24abc6-8296-4581-8829-2ac21c224375	Consistent	JAFFAL
XRN2:KIF14	XRN2	ENSG00000088930.8	chr20:21328632	+	+	KIF14	ENSG00000118193.12	chr1:200553027	-	-	inf	2	984d9341-7672-4472-a2f3-5f50c1c34a3d	Consistent	JAFFAL
NOP56:RAP1B	NOP56	ENSG00000101361.17	chr20:2656009	+	+	RAP1B	ENSG00000127314.18	chr12:68660125	+	+	inf	2	7151fb62-a984-43cc-8507-bb4b9a1205bc	Consistent	JAFFAL
HM13:C6orf89	HM13	ENSG00000101294.19	chr20:31538223	+	+	C6orf89	ENSG00000198663.17	chr6:36928388	+	+	inf	2	0873e948-8f3b-45a4-a7a2-20dd9112e837	Consistent	JAFFAL
E2F1:CCNI	E2F1	ENSG00000101412.13	chr20:33675736	-	-	CCNI	ENSG00000118816.11	chr4:77047358	-	-	inf	2	5fb657e3-e5e2-4e22-ad0d-8f02dc740928	Consistent	JAFFAL
SERINC3:IRAK1	SERINC3	ENSG00000132824.14	chr20:44498576	-	-	IRAK1	ENSG00000184216.15	chrX:154011115	-	-	inf	2	0754c9ae-ac03-4829-9f05-5d59c2f58c7e	Consistent	JAFFAL
TOMM34:MALAT1	TOMM34	ENSG00000025772.8	chr20:44942672	-	-	MALAT1	ENSG00000251562.11	chr11:65499691	+	+	inf	2	000b8e7e-8ebe-46b6-bf03-01353913b251	Consistent	JAFFAL
ZFAS1:CAPN2	ZFAS1	ENSG00000177410.13	chr20:49280495	+	+	CAPN2	ENSG00000162909.18	chr1:223775582	+	+	inf	2	e254679e-a9e8-4713-93d8-299fbfb1a413	Consistent	JAFFAL
AURKA:MFSD11	AURKA	ENSG00000087586.18	chr20:56369692	-	-	MFSD11	ENSG00000092931.12	chr17:76778525	+	+	inf	2	40ec6f3e-aa71-4f01-a9c3-582267ba9149	Consistent	JAFFAL
RAE1:PABPC1	RAE1	ENSG00000101146.13	chr20:57374651	+	+	PABPC1	ENSG00000070756.17	chr8:100703292	-	-	inf	2	6a08f9f9-35c7-4a2e-b3bc-909177f5190b	Consistent	JAFFAL
OSBPL2:RPL7L1	OSBPL2	ENSG00000130703.17	chr20:62294902	+	+	RPL7L1	ENSG00000146223.16	chr6:42889443	+	+	inf	2	113667be-f1af-4c69-afed-3005dfa469a4	Consistent	JAFFAL
ADRM1:UROD	ADRM1	ENSG00000130706.13	chr20:62307672	+	+	UROD	ENSG00000126088.14	chr1:45015368	+	+	inf	2	71318102-cfbf-4f36-89a8-d4beb04a680d	Consistent	JAFFAL
TPTE:CHMP1B	TPTE	ENSG00000274391.5	chr21:10566682	+	+	CHMP1B	ENSG00000255112.3	chr18:11854075	+	+	inf	2	299f49a2-c37b-4e87-bf49-b79a8a8e7a9c	Consistent	JAFFAL
PLEKHB2:IREB2	PLEKHB2	ENSG00000115762.17	chr2:131147510	+	+	IREB2	ENSG00000136381.13	chr15:78500131	+	+	inf	2	04b3731f-022e-467d-abde-570557a52b0d	Consistent	JAFFAL
ATP5O:EIF4EBP2	ATP5O		chr21:33903548	-		EIF4EBP2	ENSG00000148730.7	chr10:70423628	+	+	inf	2	250f5e62-6edd-4ea1-9c70-1061121ec735	Inconsistent	JAFFAL
UBE2G2:LSM8	UBE2G2	ENSG00000184787.19	chr21:44777314	-	-	LSM8	ENSG00000128534.8	chr7:118184157	+	+	inf	2	befa486a-4d3f-4ea3-b802-4c38e3e13dc7	Consistent	JAFFAL
U2AF1:PAICS	U2AF1	ENSG00000160201.12	chr21:6486412	-	-	PAICS	ENSG00000128050.9	chr4:56450640	+	+	inf	2	10f77fe4-96e7-4588-9bdc-ced1d25641f6	Consistent	JAFFAL
AC018890.6:CD99	AC018890.6		chr2:174720837	+		CD99	ENSG00000002586.20	chrX:2741210	+	+	inf	2	be02ed15-84cb-448f-86ba-56f26e35fa56	Inconsistent	JAFFAL
C2orf88:CDC27	C2orf88	ENSG00000187699.10	chr2:189923593	+	+	CDC27	ENSG00000004897.12	chr17:47119431	-	-	inf	2	b284465b-43f2-45f2-b83f-3a5a066b34f3	Consistent	JAFFAL
MGC39584:SLC22A5	MGC39584		chr21:9806996	-		SLC22A5	ENSG00000197375.14	chr5:132395520	+	+	inf	2	7c395f57-d61f-43b7-bc10-45377ecced01	Inconsistent	JAFFAL
NBEAL1:POLR3K	NBEAL1	ENSG00000144426.19	chr2:203191048	+	+	POLR3K	ENSG00000161980.6	chr16:47204	-	-	inf	2	c6ba2ae3-6469-44b6-8112-eeb43b685f58	Consistent	JAFFAL
STK16:PTGES3	STK16	ENSG00000115661.14	chr2:219247153	+	+	PTGES3	ENSG00000110958.16	chr12:56688051	-	-	inf	2	2865ce88-1655-4fb4-aeac-7430263c191d	Consistent	JAFFAL
UFD1L:TCF25	UFD1L		chr22:19454508	-		TCF25	ENSG00000141002.20	chr16:89904174	+	+	inf	2	c823e5d4-711d-4af3-81c9-2302fca13fa7	Inconsistent	JAFFAL
THAP7:KCTD2	THAP7	ENSG00000184436.12	chr22:21000712	-	-	KCTD2	ENSG00000180901.11	chr17:75065742	+	+	inf	2	7ae67ff1-fec1-4dd5-9689-03b9e9b114bc	Consistent	JAFFAL
ZNF280B:MRFAP1	ZNF280B	ENSG00000275004.4	chr22:22485070	-	-	MRFAP1	ENSG00000179010.16	chr4:6641783	+	+	inf	2	3d132261-0eca-4dd8-8ec5-ff19f25789ba	Consistent	JAFFAL
PRAME:SIGMAR1	PRAME	ENSG00000185686.18	chr22:22551005	-	-	SIGMAR1	ENSG00000147955.18	chr9:34635637	-	-	inf	2	e1430d69-167f-4bd6-a33d-c7ce465275f4	Consistent	JAFFAL
NCL:NMRAL1	NCL	ENSG00000115053.17	chr2:231458303	-	-	NMRAL1	ENSG00000153406.14	chr16:4461849	-	-	inf	2	51e1022a-13d8-419c-a9dc-cfa086cc8f61	Consistent	JAFFAL
NCL:DROSHA	NCL	ENSG00000115053.17	chr2:231461738	-	-	DROSHA	ENSG00000113360.17	chr5:31406917	-	-	inf	2	bb8b76dd-0306-440d-b976-10a6b2dc7e5c	Consistent	JAFFAL
SH3BP1:FAM104A	SH3BP1	ENSG00000100092.24	chr22:37644954	+	+	FAM104A		chr17:73227215	-		inf	2	35a906d1-edfb-480a-aaa7-7ad1d4987992	Inconsistent	JAFFAL
RPL3:PIM1	RPL3	ENSG00000100316.16	chr22:39314192	-	-	PIM1	ENSG00000137193.14	chr6:37175233	+	+	inf	2	e01249be-4af4-4d24-b193-077a6b236540	Consistent	JAFFAL
ADSL:RP11-3P17.5	ADSL	ENSG00000239900.14	chr22:40358969	+	+	RP11-3P17.5		chr3:161429558	+		inf	2	6a874ff3-ca03-421a-82a4-db90da0d87ff	Inconsistent	JAFFAL
ACO2:RPL22L1	ACO2	ENSG00000100412.17	chr22:41524906	+	+	RPL22L1	ENSG00000163584.18	chr3:170866415	-	-	inf	2	c732ba66-ad45-4343-8425-cc1b13bbd3f8	Consistent	JAFFAL
SREBF2:RPL14	SREBF2	ENSG00000198911.13	chr22:41866886	+	+	RPL14	ENSG00000188846.14	chr3:40462049	+	+	inf	2	8ca45743-6044-47f6-8d72-718d99acfb23	Consistent	JAFFAL
PRR5:AC012322.1	PRR5	ENSG00000186654.22	chr22:44677236	+	+	AC012322.1		chr16:64261019	-		inf	2	fdb5b22e-7fb1-490f-9f10-767db8569d9b	Inconsistent	JAFFAL
C22orf34:TMX1	C22orf34		chr22:49414837	-		TMX1	ENSG00000139921.13	chr14:51257005	+	+	inf	2	9071c870-56a8-4e1f-b93a-0ab236de1dbf	Inconsistent	JAFFAL
EIF2B4:TNKS2	EIF2B4	ENSG00000115211.17	chr2:27366870	-	-	TNKS2	ENSG00000107854.7	chr10:91806866	+	+	inf	2	c42c9974-891c-4456-8159-377bb50974f3	Consistent	JAFFAL
FOXN2:ZNF330	FOXN2	ENSG00000170802.17	chr2:48375453	+	+	ZNF330	ENSG00000109445.11	chr4:141234135	+	+	inf	2	4891e1c3-6a3b-4679-91be-fdf05bcf0b91	Consistent	JAFFAL
RPS27A:PIM1	RPS27A	ENSG00000143947.15	chr2:55235577	+	+	PIM1	ENSG00000137193.14	chr6:37175310	+	+	inf	2	776847ef-88c0-4aab-8088-481b1a0fd31b	Consistent	JAFFAL
MTIF2:FRG1	MTIF2	ENSG00000085760.15	chr2:55268644	-	-	FRG1	ENSG00000109536.13	chr4:189957466	+	+	inf	2	b1d02b1f-9aac-404b-ab34-8c96c5f66f9e	Consistent	JAFFAL
CEP68:HNRNPR	CEP68	ENSG00000011523.15	chr2:65072040	+	+	HNRNPR	ENSG00000125944.22	chr1:23310768	-	-	inf	2	349395c4-ed80-435d-8bc6-90c803964baa	Consistent	JAFFAL
CPSF3:GNG5	CPSF3	ENSG00000119203.14	chr2:9432644	+	+	GNG5	ENSG00000174021.12	chr1:84506060	-	-	inf	2	da60dec6-ffbc-4a06-bea2-7929f0e8cab4	Consistent	JAFFAL
PCNP:RPL28	PCNP	ENSG00000081154.12	chr3:101576476	+	+	RPL28	ENSG00000108107.15	chr19:55386633	+	+	inf	2	b946964b-2931-4a23-a71e-55c973eae778	Consistent	JAFFAL
PCNP:ANXA1	PCNP	ENSG00000081154.12	chr3:101576606	+	+	ANXA1	ENSG00000135046.14	chr9:73166162	+	+	inf	2	67d3b094-a909-4254-9c6a-9383e26c47db	Consistent	JAFFAL
ATP6V1A:LIMS1	ATP6V1A	ENSG00000114573.12	chr3:113809527	+	+	LIMS1	ENSG00000169756.17	chr2:108686292	+	+	inf	2	56bc18e9-270c-432d-b42c-90648f24fc26	Consistent	JAFFAL
CNBP:KRT8	CNBP	ENSG00000169714.17	chr3:129171164	-	-	KRT8	ENSG00000170421.13	chr12:52897483	-	-	inf	2	3ed39b53-b9cf-4d9a-baa4-23b393d5371d	Consistent	JAFFAL
COPG1:R3HDM2	COPG1	ENSG00000181789.14	chr3:129252323	+	+	R3HDM2	ENSG00000179912.21	chr12:57254229	-	-	inf	2	0808b864-f6d7-459d-861e-5d06049ffe35	Consistent	JAFFAL
TFDP2:TAF13	TFDP2	ENSG00000114126.18	chr3:141947591	-	-	TAF13	ENSG00000197780.11	chr1:109063016	-	-	inf	2	4788c0ae-085f-4cc9-bc3e-d474b10a85c7	Consistent	JAFFAL
FGD5-AS1:SKP2	FGD5-AS1	ENSG00000225733.8	chr3:14944975	-	-	SKP2	ENSG00000145604.17	chr5:36183542	+	+	inf	2	2c3fdc2f-bdea-45f2-b7da-24633201892a	Consistent	JAFFAL
SSR3:RPS4X	SSR3	ENSG00000114850.7	chr3:156543012	-	-	RPS4X	ENSG00000198034.11	chrX:72272728	-	-	inf	2	e11dd854-3b8c-4b0b-aa6b-9a30c1eeec37	Consistent	JAFFAL
AP2M1:NARS	AP2M1	ENSG00000161203.14	chr3:184183610	+	+	NARS		chr18:57600888	-		inf	2	4e12c753-012f-4bc7-80da-d2f9514b1a62	Inconsistent	JAFFAL
ALG3:UQCRHL	ALG3	ENSG00000214160.10	chr3:184245537	-	-	UQCRHL	ENSG00000233954.7	chr1:15807627	-	-	inf	2	55b1d0cc-efda-4385-8b25-31400ddd9e82	Consistent	JAFFAL
RPL35A:BLOC1S5-TXNDC5	RPL35A	ENSG00000182899.17	chr3:197955828	+	+	BLOC1S5-TXNDC5	ENSG00000259040.5	chr6:7881666	-	-	inf	2	27614ec3-7635-48a0-b42b-790fe2286ac1	Consistent	JAFFAL
HIGD1A:RPS4X	HIGD1A	ENSG00000181061.14	chr3:42785039	-	-	RPS4X	ENSG00000198034.11	chrX:72272720	-	-	inf	2	c6985d38-dfdb-451f-adf0-c61985a8197a	Consistent	JAFFAL
RRP9:DIAPH1	RRP9	ENSG00000114767.7	chr3:51941434	-	-	DIAPH1	ENSG00000131504.18	chr5:141574001	-	-	inf	2	0b3226ff-478b-4ab2-ac07-aa315d38c34d	Consistent	JAFFAL
SPCS1:CTSB	SPCS1	ENSG00000114902.14	chr3:52706869	+	+	CTSB	ENSG00000164733.23	chr8:11844799	-	-	inf	2	793e71e8-b0ec-45fa-a67b-3d145c65fb92	Consistent	JAFFAL
ARF4:SDPR	ARF4	ENSG00000168374.11	chr3:57571781	-	-	SDPR		chr2:191834797	-		inf	2	b93c4cfb-bb71-4849-a1bc-eaf3f9593730	Inconsistent	JAFFAL
MTRNR2L12:C6orf106	MTRNR2L12		chr3:96617849	-		C6orf106		chr6:34587435	-		inf	2	c1f64e2c-74e1-4d54-a23d-487eac371051	Consistent	JAFFAL
TADA3:SDF4	TADA3	ENSG00000171148.14	chr3:9780070	-	-	SDF4	ENSG00000078808.20	chr1:1217001	-	-	inf	2	ed607707-56ff-4c7f-859a-496b0cda2e9c	Consistent	JAFFAL
RPS3A:RPUSD3	RPS3A	ENSG00000145425.10	chr4:151104575	+	+	RPUSD3	ENSG00000156990.14	chr3:9839053	-	-	inf	2	f18d3f83-8be1-42bc-9fda-cf728992966f	Consistent	JAFFAL
TAPT1-AS1:FASN	TAPT1-AS1	ENSG00000263327.6	chr4:16256526	+	+	FASN	ENSG00000169710.9	chr17:82092747	-	-	inf	2	9d9c77cd-e11b-4f95-825a-19037a981290	Consistent	JAFFAL
NEK1:CDKN2AIPNL	NEK1	ENSG00000137601.18	chr4:169612053	-	-	CDKN2AIPNL	ENSG00000237190.4	chr5:134402285	-	-	inf	2	17517bc8-9158-4c70-b59b-82cfb4ffcf8b	Consistent	JAFFAL
SPCS3:RDH11	SPCS3	ENSG00000129128.13	chr4:176328523	+	+	RDH11	ENSG00000072042.13	chr14:67677375	-	-	inf	2	9cd17639-8268-4391-ba4a-fac3f8d1dd34	Consistent	JAFFAL
SPCS3:POFUT1	SPCS3	ENSG00000129128.13	chr4:176331642	+	+	POFUT1	ENSG00000101346.15	chr20:32238345	+	+	inf	2	04181ccf-8eee-4584-ac00-f49584737442	Consistent	JAFFAL
NCAPG:PCBP2	NCAPG	ENSG00000109805.10	chr4:17812358	+	+	PCBP2	ENSG00000197111.16	chr12:53471732	+	+	inf	2	0f101903-11a4-4f2b-b401-087236344ba1	Consistent	JAFFAL
SLC25A4:QKI	SLC25A4	ENSG00000151729.11	chr4:185145241	+	+	QKI	ENSG00000112531.17	chr6:163569888	+	+	inf	2	a6d6d366-a35a-45af-a035-04efa9b0ee7b	Consistent	JAFFAL
NMU:SMIM10	NMU	ENSG00000109255.11	chr4:55636159	-	-	SMIM10	ENSG00000184785.6	chrX:134991199	+	+	inf	2	71f35819-a5dc-44b0-81c0-c20ad8d0e71d	Consistent	JAFFAL
EPHA5:POLD2	EPHA5	ENSG00000145242.14	chr4:65573539	-	-	POLD2	ENSG00000106628.13	chr7:44122133	-	-	inf	2	b6d5da57-b357-43f9-86ac-7ac516fffdcd	Consistent	JAFFAL
MRFAP1:VPS72	MRFAP1	ENSG00000179010.16	chr4:6641009	+	+	VPS72	ENSG00000163159.15	chr1:151176570	-	-	inf	2	e1c8d133-4aa3-48a4-a2c4-83e3cf917834	Consistent	JAFFAL
ATP5I:GPS2	ATP5I		chr4:672505	-		GPS2	ENSG00000132522.16	chr17:7314594	-	-	inf	2	92b5f96d-f90f-4d3b-8666-6214c2fd2a07	Inconsistent	JAFFAL
GRPEL1:ZNF726	GRPEL1	ENSG00000109519.14	chr4:7060085	-	-	ZNF726	ENSG00000213967.12	chr19:23921212	+	+	inf	2	1119b2ee-3eea-4c4b-b56c-ec1af5d6cc65	Consistent	JAFFAL
UTP3:KRTCAP2	UTP3	ENSG00000132467.4	chr4:70689109	+	+	KRTCAP2	ENSG00000163463.13	chr1:155169841	-	-	inf	2	fe0e00d3-2696-4b3e-970d-e8de6b424fcf	Consistent	JAFFAL
HNRNPDL:HBG2	HNRNPDL	ENSG00000152795.18	chr4:82426112	-	-	HBG2	ENSG00000196565.15	chr11:5253337	-	-	inf	2	19c6cc45-59e8-40e7-b395-c53fd6978df0	Consistent	JAFFAL
PDLIM5:SHCBP1	PDLIM5	ENSG00000163110.15	chr4:94455364	+	+	SHCBP1	ENSG00000171241.9	chr16:46580796	-	-	inf	2	e4ba36c1-938e-4dbc-a480-e38135d08a30	Consistent	JAFFAL
PDLIM5:JPX	PDLIM5	ENSG00000163110.15	chr4:94575847	+	+	JPX	ENSG00000225470.9	chrX:73994898	+	+	inf	2	efa0cf57-5660-4507-9f77-0f7dbccd100a	Consistent	JAFFAL
H2AFZ:HBE1	H2AFZ		chr4:99948480	-		HBE1	ENSG00000213931.7	chr11:5269509	-	-	inf	2	8b622593-2374-4c4d-b407-76112d15f4a2	Inconsistent	JAFFAL
H2AFZ:PRAME	H2AFZ		chr4:99949360	-		PRAME	ENSG00000185686.18	chr22:22548541	-	-	inf	2	cfd672a5-ead1-4ac8-98ff-7900aa3caaf1	Inconsistent	JAFFAL
CMBL:AEBP2	CMBL	ENSG00000164237.9	chr5:10288503	-	-	AEBP2	ENSG00000139154.16	chr12:19413289	+	+	inf	2	d3053d63-fa62-4b0d-94e0-d35dced31d9e	Consistent	JAFFAL
ARL14EPL:MAP3K13	ARL14EPL	ENSG00000268223.7	chr5:116052019	+	+	MAP3K13	ENSG00000073803.14	chr3:185418625	+	+	inf	2	9c2c9950-fc48-4561-9099-16265251bcc6	Consistent	JAFFAL
SNX2:PIGS	SNX2	ENSG00000205302.7	chr5:122829761	+	+	PIGS	ENSG00000087111.22	chr17:28553656	-	-	inf	2	924053b8-55f6-46c5-81b6-f0ae97d8af6b	Consistent	JAFFAL
HINT1:AP2M1	HINT1	ENSG00000169567.13	chr5:131162650	-	-	AP2M1	ENSG00000161203.14	chr3:184183494	+	+	inf	2	c3437800-481d-4936-8915-ed2cd67caaf7	Consistent	JAFFAL
RAPGEF6:DCAF6	RAPGEF6	ENSG00000158987.22	chr5:131521392	-	-	DCAF6	ENSG00000143164.16	chr1:168055997	+	+	inf	2	071890b8-0adb-450e-85da-0f15e3e2cb14	Consistent	JAFFAL
RAPGEF6:SCG3	RAPGEF6	ENSG00000158987.22	chr5:131592385	-	-	SCG3	ENSG00000104112.9	chr15:51713334	+	+	inf	2	95a8ca01-2eaf-451e-b8fc-adfdc186815d	Consistent	JAFFAL
SMAD5:EIF4EBP2	SMAD5	ENSG00000113658.18	chr5:136178823	+	+	EIF4EBP2	ENSG00000148730.7	chr10:70426490	+	+	inf	2	e5064fc5-b7a8-457e-bb79-f5069697cc83	Consistent	JAFFAL
YIPF5:FEM1A	YIPF5	ENSG00000145817.17	chr5:144160036	-	-	FEM1A	ENSG00000141965.5	chr19:4795861	+	+	inf	2	efdaa0d0-6ff4-4b8e-a314-734b0f460bdf	Consistent	JAFFAL
NPM1:KCTD15	NPM1	ENSG00000181163.14	chr5:171392760	+	+	KCTD15	ENSG00000153885.15	chr19:33811625	+	+	inf	2	3a0be406-c99a-4871-bd0b-78907041fefe	Consistent	JAFFAL
KIAA1191:RP11-618P17.4	KIAA1191	ENSG00000122203.15	chr5:176355669	-	-	RP11-618P17.4		chr19:34402095	+		inf	2	003fc823-e468-4dd5-b143-ea78fda19223	Inconsistent	JAFFAL
ZNF346:RBX1	ZNF346	ENSG00000113761.12	chr5:177023233	+	+	RBX1	ENSG00000100387.9	chr22:40967799	+	+	inf	2	3e53bb7d-2d04-4d0b-ad0d-f78669bae282	Consistent	JAFFAL
TMED9:CTC-260F20.3	TMED9	ENSG00000184840.12	chr5:177593774	+	+	CTC-260F20.3		chr19:19527748	+		inf	2	c99c5e0e-004d-41e4-a564-8c0eb3194768	Inconsistent	JAFFAL
CANX:HBG1	CANX	ENSG00000127022.16	chr5:179728829	+	+	HBG1	ENSG00000213934.9	chr11:5249450	-	-	inf	2	4fa55ced-f7bd-4361-b28e-d4b8c0bcc40a	Consistent	JAFFAL
GNB2L1:RPIA	GNB2L1		chr5:181239542	-		RPIA	ENSG00000153574.9	chr2:88750493	+	+	inf	2	18b7e770-a9c7-408c-b1cd-314852de4dcb	Inconsistent	JAFFAL
GNB2L1:GLOD4	GNB2L1		chr5:181243735	-		GLOD4	ENSG00000167699.14	chr17:759488	-	-	inf	2	bb891079-d1e4-4f7c-8d08-b1f7bda65459	Inconsistent	JAFFAL
ZFR:GABARAPL2	ZFR	ENSG00000056097.16	chr5:32444271	-	-	GABARAPL2	ENSG00000034713.8	chr16:75566405	+	+	inf	2	768af9db-1448-4d6f-acdb-d117c54ea3a2	Consistent	JAFFAL
SKP2:C11orf68	SKP2	ENSG00000145604.17	chr5:36152925	+	+	C11orf68	ENSG00000175573.7	chr11:65918177	-	-	inf	2	769335d7-866c-40c9-83d1-f6b3bccac7e7	Consistent	JAFFAL
WDR70:PFN1	WDR70	ENSG00000082068.9	chr5:37396420	+	+	PFN1	ENSG00000108518.8	chr17:4946811	-	-	inf	2	7db4de7f-e5e1-4d66-bf28-f87da8c22959	Consistent	JAFFAL
HMGCS1:SF3B4	HMGCS1	ENSG00000112972.15	chr5:43298949	-	-	SF3B4	ENSG00000143368.10	chr1:149927228	-	-	inf	2	ab93b573-6a61-4f77-acc3-7efde5b33b99	Consistent	JAFFAL
MCCC2:YME1L1	MCCC2	ENSG00000131844.17	chr5:71657443	+	+	YME1L1	ENSG00000136758.20	chr10:27111103	-	-	inf	2	68d0de79-fc04-4db1-a57f-2eac2bfa0003	Consistent	JAFFAL
RPS23:TGOLN2	RPS23	ENSG00000186468.13	chr5:82276200	-	-	TGOLN2	ENSG00000152291.15	chr2:85318300	-	-	inf	2	dc8632cb-1c6e-4942-a7ff-c1d67f58ee6c	Consistent	JAFFAL
RPS23:RP4-605O3.4	RPS23	ENSG00000186468.13	chr5:82276471	-	-	RP4-605O3.4		chr12:50165193	+		inf	2	f51f4dd2-e322-4b10-9d74-00b68cdf60fe	Inconsistent	JAFFAL
GPR98:AC007566.10	GPR98		chr5:90647636	+		AC007566.10		chr7:92458040	+		inf	2	66d33182-fabf-474e-96a3-67e03f7f4d59	Consistent	JAFFAL
FAM172A:TPP1	FAM172A		chr5:93683249	-		TPP1	ENSG00000166340.18	chr11:6615319	-	-	inf	2	abb18640-c05f-4032-9ff3-32d9bd50ed2f	Inconsistent	JAFFAL
